timestamp, type, path, sampleType, nativeCode, nativeSeverity, qualifier, alarm_text
1309307579.052,Normal,SAMPLE<Device>:base<Axes>:Y<Linear>:Ytravel<POSITION>,POSITION,,,,
1309307579.052,Normal,SAMPLE<Device>:base<Axes>:Z<Linear>:Ztravel<POSITION>,POSITION,,,,
1309308481.093,Normal,SAMPLE<Device>:base<Axes>:servo_cond<ACTUATOR>,ACTUATOR,,,,
1309308481.093,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:Ctravel<ANGLE>,ANGLE,,,,
1309308481.093,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:Sload_cond<LOAD>,LOAD,,,,
1309308481.093,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:Stemp_cond<TEMPERATURE>,TEMPERATURE,,,,
1309308481.093,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:S2load_cond<LOAD>,LOAD,,,,
1309308481.093,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:S2temp_cond<TEMPERATURE>,TEMPERATURE,,,,
1309308481.093,Normal,SAMPLE<Device>:controller<Controller>:comms_cond<COMMUNICATIONS>,COMMUNICATIONS,,,,
1309308481.093,Normal,SAMPLE<Device>:controller<Controller>:logic_cond<LOGIC_PROGRAM>,LOGIC_PROGRAM,,,,
1309308481.093,Normal,SAMPLE<Device>:controller<Controller>:system_cond<SYSTEM>,SYSTEM,,,,
1309308481.093,Normal,SAMPLE<Device>:systems<Systems>:coolant<Coolant>:coolant_level<LEVEL>,LEVEL,,,,
1309308481.093,Normal,SAMPLE<Device>:systems<Systems>:coolant<Coolant>:coolant_pres<PRESSURE>,PRESSURE,,,,
1309308481.093,Normal,SAMPLE<Device>:systems<Systems>:coolant<Coolant>:coolant_temp<TEMPERATURE>,TEMPERATURE,,,,
1309308481.093,Normal,SAMPLE<Device>:systems<Systems>:electric<Electric>:electric_temp<TEMPERATURE>,TEMPERATURE,,,,
1309308481.093,Normal,SAMPLE<Device>:systems<Systems>:hydraulic<Hydraulic>:hydra_cond<PRESSURE>,PRESSURE,,,,
1309308481.093,Normal,SAMPLE<Device>:controller<Controller>:path<Path>:motion_cond<MOTION_PROGRAM>,MOTION_PROGRAM,,,,
1309308481.093,Normal,SAMPLE<Device>:controller<Controller>:path<Path>:path_system<SYSTEM>,SYSTEM,,,,
1309308481.093,Normal,SAMPLE<Device>:systems<Systems>:pneumatic<Pneumatic>:pneu_cond<PRESSURE>,PRESSURE,,,,
1309308481.093,Normal,SAMPLE<Device>:base<Axes>:X<Linear>:Xtravel<POSITION>,POSITION,,,,
1309308481.093,Normal,SAMPLE<Device>:base<Axes>:Y<Linear>:Ytravel<POSITION>,POSITION,,,,
1309308481.093,Normal,SAMPLE<Device>:base<Axes>:Z<Linear>:Ztravel<POSITION>,POSITION,,,,
1309309388.022,Normal,SAMPLE<Device>:base<Axes>:servo_cond<ACTUATOR>,ACTUATOR,,,,
1309309388.022,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:Ctravel<ANGLE>,ANGLE,,,,
1309309388.022,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:Sload_cond<LOAD>,LOAD,,,,
1309309388.022,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:Stemp_cond<TEMPERATURE>,TEMPERATURE,,,,
1309309388.022,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:S2load_cond<LOAD>,LOAD,,,,
1309309388.022,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:S2temp_cond<TEMPERATURE>,TEMPERATURE,,,,
1309309388.022,Normal,SAMPLE<Device>:controller<Controller>:comms_cond<COMMUNICATIONS>,COMMUNICATIONS,,,,
1309309388.022,Normal,SAMPLE<Device>:controller<Controller>:logic_cond<LOGIC_PROGRAM>,LOGIC_PROGRAM,,,,
1309309388.022,Normal,SAMPLE<Device>:controller<Controller>:system_cond<SYSTEM>,SYSTEM,,,,
1309309388.022,Normal,SAMPLE<Device>:systems<Systems>:coolant<Coolant>:coolant_level<LEVEL>,LEVEL,,,,
1309309388.022,Normal,SAMPLE<Device>:systems<Systems>:coolant<Coolant>:coolant_pres<PRESSURE>,PRESSURE,,,,
1309309388.022,Normal,SAMPLE<Device>:systems<Systems>:coolant<Coolant>:coolant_temp<TEMPERATURE>,TEMPERATURE,,,,
1309309388.022,Normal,SAMPLE<Device>:systems<Systems>:electric<Electric>:electric_temp<TEMPERATURE>,TEMPERATURE,,,,
1309309388.022,Normal,SAMPLE<Device>:systems<Systems>:hydraulic<Hydraulic>:hydra_cond<PRESSURE>,PRESSURE,,,,
1309309388.022,Normal,SAMPLE<Device>:controller<Controller>:path<Path>:motion_cond<MOTION_PROGRAM>,MOTION_PROGRAM,,,,
1309309388.022,Normal,SAMPLE<Device>:controller<Controller>:path<Path>:path_system<SYSTEM>,SYSTEM,,,,
1309309388.022,Normal,SAMPLE<Device>:systems<Systems>:pneumatic<Pneumatic>:pneu_cond<PRESSURE>,PRESSURE,,,,
1309309388.022,Normal,SAMPLE<Device>:base<Axes>:X<Linear>:Xtravel<POSITION>,POSITION,,,,
1309309388.022,Normal,SAMPLE<Device>:base<Axes>:Y<Linear>:Ytravel<POSITION>,POSITION,,,,
1309309388.022,Normal,SAMPLE<Device>:base<Axes>:Z<Linear>:Ztravel<POSITION>,POSITION,,,,
1309311885.05,Warning,SAMPLE<Device>:controller<Controller>:system_cond<SYSTEM>,SYSTEM,428,,,MEMORY PROTECT (AUTO OPERATION)
1309311901.089,Normal,SAMPLE<Device>:controller<Controller>:system_cond<SYSTEM>,SYSTEM,,,,
1309315680.017,Normal,SAMPLE<Device>:base<Axes>:servo_cond<ACTUATOR>,ACTUATOR,,,,
1309315680.017,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:Ctravel<ANGLE>,ANGLE,,,,
1309315680.017,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:Sload_cond<LOAD>,LOAD,,,,
1309315680.017,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:Stemp_cond<TEMPERATURE>,TEMPERATURE,,,,
1309315680.017,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:S2load_cond<LOAD>,LOAD,,,,
1309315680.017,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:S2temp_cond<TEMPERATURE>,TEMPERATURE,,,,
1309315680.017,Normal,SAMPLE<Device>:controller<Controller>:comms_cond<COMMUNICATIONS>,COMMUNICATIONS,,,,
1309315680.017,Normal,SAMPLE<Device>:controller<Controller>:logic_cond<LOGIC_PROGRAM>,LOGIC_PROGRAM,,,,
1309315680.017,Normal,SAMPLE<Device>:controller<Controller>:system_cond<SYSTEM>,SYSTEM,,,,
1309315680.017,Normal,SAMPLE<Device>:systems<Systems>:coolant<Coolant>:coolant_level<LEVEL>,LEVEL,,,,
1309315680.017,Normal,SAMPLE<Device>:systems<Systems>:coolant<Coolant>:coolant_pres<PRESSURE>,PRESSURE,,,,
1309315680.017,Normal,SAMPLE<Device>:systems<Systems>:coolant<Coolant>:coolant_temp<TEMPERATURE>,TEMPERATURE,,,,
1309315680.017,Normal,SAMPLE<Device>:systems<Systems>:electric<Electric>:electric_temp<TEMPERATURE>,TEMPERATURE,,,,
1309315680.017,Normal,SAMPLE<Device>:systems<Systems>:hydraulic<Hydraulic>:hydra_cond<PRESSURE>,PRESSURE,,,,
1309315680.017,Normal,SAMPLE<Device>:controller<Controller>:path<Path>:motion_cond<MOTION_PROGRAM>,MOTION_PROGRAM,,,,
1309315680.017,Normal,SAMPLE<Device>:controller<Controller>:path<Path>:path_system<SYSTEM>,SYSTEM,,,,
1309315680.017,Normal,SAMPLE<Device>:systems<Systems>:pneumatic<Pneumatic>:pneu_cond<PRESSURE>,PRESSURE,,,,
1309315680.017,Normal,SAMPLE<Device>:base<Axes>:X<Linear>:Xtravel<POSITION>,POSITION,,,,
1309315680.017,Normal,SAMPLE<Device>:base<Axes>:Y<Linear>:Ytravel<POSITION>,POSITION,,,,
1309315680.017,Normal,SAMPLE<Device>:base<Axes>:Z<Linear>:Ztravel<POSITION>,POSITION,,,,
1309317285.033,Normal,SAMPLE<Device>:base<Axes>:servo_cond<ACTUATOR>,ACTUATOR,,,,
1309317285.033,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:Ctravel<ANGLE>,ANGLE,,,,
1309317285.033,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:Sload_cond<LOAD>,LOAD,,,,
1309317285.033,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:Stemp_cond<TEMPERATURE>,TEMPERATURE,,,,
1309317285.033,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:S2load_cond<LOAD>,LOAD,,,,
1309317285.033,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:S2temp_cond<TEMPERATURE>,TEMPERATURE,,,,
1309317285.033,Normal,SAMPLE<Device>:controller<Controller>:comms_cond<COMMUNICATIONS>,COMMUNICATIONS,,,,
1309317285.033,Normal,SAMPLE<Device>:controller<Controller>:logic_cond<LOGIC_PROGRAM>,LOGIC_PROGRAM,,,,
1309317285.033,Normal,SAMPLE<Device>:controller<Controller>:system_cond<SYSTEM>,SYSTEM,,,,
1309317285.033,Normal,SAMPLE<Device>:systems<Systems>:coolant<Coolant>:coolant_level<LEVEL>,LEVEL,,,,
1309317285.033,Normal,SAMPLE<Device>:systems<Systems>:coolant<Coolant>:coolant_pres<PRESSURE>,PRESSURE,,,,
1309317285.033,Normal,SAMPLE<Device>:systems<Systems>:coolant<Coolant>:coolant_temp<TEMPERATURE>,TEMPERATURE,,,,
1309317285.033,Normal,SAMPLE<Device>:systems<Systems>:electric<Electric>:electric_temp<TEMPERATURE>,TEMPERATURE,,,,
1309317285.033,Normal,SAMPLE<Device>:systems<Systems>:hydraulic<Hydraulic>:hydra_cond<PRESSURE>,PRESSURE,,,,
1309317285.033,Normal,SAMPLE<Device>:controller<Controller>:path<Path>:motion_cond<MOTION_PROGRAM>,MOTION_PROGRAM,,,,
1309317285.033,Normal,SAMPLE<Device>:controller<Controller>:path<Path>:path_system<SYSTEM>,SYSTEM,,,,
1309317285.033,Normal,SAMPLE<Device>:systems<Systems>:pneumatic<Pneumatic>:pneu_cond<PRESSURE>,PRESSURE,,,,
1309317285.033,Normal,SAMPLE<Device>:base<Axes>:X<Linear>:Xtravel<POSITION>,POSITION,,,,
1309317285.033,Normal,SAMPLE<Device>:base<Axes>:Y<Linear>:Ytravel<POSITION>,POSITION,,,,
1309317285.033,Normal,SAMPLE<Device>:base<Axes>:Z<Linear>:Ztravel<POSITION>,POSITION,,,,
1309320201.089,Normal,SAMPLE<Device>:base<Axes>:servo_cond<ACTUATOR>,ACTUATOR,,,,
1309320201.089,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:Ctravel<ANGLE>,ANGLE,,,,
1309320201.089,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:Sload_cond<LOAD>,LOAD,,,,
1309320201.089,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:Stemp_cond<TEMPERATURE>,TEMPERATURE,,,,
1309320201.089,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:S2load_cond<LOAD>,LOAD,,,,
1309320201.089,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:S2temp_cond<TEMPERATURE>,TEMPERATURE,,,,
1309320201.089,Normal,SAMPLE<Device>:controller<Controller>:comms_cond<COMMUNICATIONS>,COMMUNICATIONS,,,,
1309320201.089,Normal,SAMPLE<Device>:controller<Controller>:logic_cond<LOGIC_PROGRAM>,LOGIC_PROGRAM,,,,
1309320201.089,Normal,SAMPLE<Device>:controller<Controller>:system_cond<SYSTEM>,SYSTEM,,,,
1309320201.089,Normal,SAMPLE<Device>:systems<Systems>:coolant<Coolant>:coolant_level<LEVEL>,LEVEL,,,,
1309320201.089,Normal,SAMPLE<Device>:systems<Systems>:coolant<Coolant>:coolant_pres<PRESSURE>,PRESSURE,,,,
1309320201.089,Normal,SAMPLE<Device>:systems<Systems>:coolant<Coolant>:coolant_temp<TEMPERATURE>,TEMPERATURE,,,,
1309320201.089,Normal,SAMPLE<Device>:systems<Systems>:electric<Electric>:electric_temp<TEMPERATURE>,TEMPERATURE,,,,
1309320201.089,Normal,SAMPLE<Device>:systems<Systems>:hydraulic<Hydraulic>:hydra_cond<PRESSURE>,PRESSURE,,,,
1309320201.089,Normal,SAMPLE<Device>:controller<Controller>:path<Path>:motion_cond<MOTION_PROGRAM>,MOTION_PROGRAM,,,,
1309320201.089,Normal,SAMPLE<Device>:controller<Controller>:path<Path>:path_system<SYSTEM>,SYSTEM,,,,
1309320201.089,Normal,SAMPLE<Device>:systems<Systems>:pneumatic<Pneumatic>:pneu_cond<PRESSURE>,PRESSURE,,,,
1309320201.089,Normal,SAMPLE<Device>:base<Axes>:X<Linear>:Xtravel<POSITION>,POSITION,,,,
1309320201.089,Normal,SAMPLE<Device>:base<Axes>:Y<Linear>:Ytravel<POSITION>,POSITION,,,,
1309320201.089,Normal,SAMPLE<Device>:base<Axes>:Z<Linear>:Ztravel<POSITION>,POSITION,,,,
1309321112.01,Normal,SAMPLE<Device>:base<Axes>:servo_cond<ACTUATOR>,ACTUATOR,,,,
1309321112.01,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:Ctravel<ANGLE>,ANGLE,,,,
1309321112.01,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:Sload_cond<LOAD>,LOAD,,,,
1309321112.01,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:Stemp_cond<TEMPERATURE>,TEMPERATURE,,,,
1309321112.01,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:S2load_cond<LOAD>,LOAD,,,,
1309321112.01,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:S2temp_cond<TEMPERATURE>,TEMPERATURE,,,,
1309321112.01,Normal,SAMPLE<Device>:controller<Controller>:comms_cond<COMMUNICATIONS>,COMMUNICATIONS,,,,
1309321112.01,Normal,SAMPLE<Device>:controller<Controller>:logic_cond<LOGIC_PROGRAM>,LOGIC_PROGRAM,,,,
1309321112.01,Normal,SAMPLE<Device>:controller<Controller>:system_cond<SYSTEM>,SYSTEM,,,,
1309321112.01,Normal,SAMPLE<Device>:systems<Systems>:coolant<Coolant>:coolant_level<LEVEL>,LEVEL,,,,
1309321112.01,Normal,SAMPLE<Device>:systems<Systems>:coolant<Coolant>:coolant_pres<PRESSURE>,PRESSURE,,,,
1309321112.01,Normal,SAMPLE<Device>:systems<Systems>:coolant<Coolant>:coolant_temp<TEMPERATURE>,TEMPERATURE,,,,
1309321112.01,Normal,SAMPLE<Device>:systems<Systems>:electric<Electric>:electric_temp<TEMPERATURE>,TEMPERATURE,,,,
1309321112.01,Normal,SAMPLE<Device>:systems<Systems>:hydraulic<Hydraulic>:hydra_cond<PRESSURE>,PRESSURE,,,,
1309321112.01,Normal,SAMPLE<Device>:controller<Controller>:path<Path>:motion_cond<MOTION_PROGRAM>,MOTION_PROGRAM,,,,
1309321112.01,Normal,SAMPLE<Device>:controller<Controller>:path<Path>:path_system<SYSTEM>,SYSTEM,,,,
1309321112.01,Normal,SAMPLE<Device>:systems<Systems>:pneumatic<Pneumatic>:pneu_cond<PRESSURE>,PRESSURE,,,,
1309321112.01,Normal,SAMPLE<Device>:base<Axes>:X<Linear>:Xtravel<POSITION>,POSITION,,,,
1309321112.01,Normal,SAMPLE<Device>:base<Axes>:Y<Linear>:Ytravel<POSITION>,POSITION,,,,
1309321112.01,Normal,SAMPLE<Device>:base<Axes>:Z<Linear>:Ztravel<POSITION>,POSITION,,,,
1309322870.07,Normal,SAMPLE<Device>:base<Axes>:servo_cond<ACTUATOR>,ACTUATOR,,,,
1309322870.07,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:Ctravel<ANGLE>,ANGLE,,,,
1309322870.07,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:Sload_cond<LOAD>,LOAD,,,,
1309322870.07,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:Stemp_cond<TEMPERATURE>,TEMPERATURE,,,,
1309322870.07,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:S2load_cond<LOAD>,LOAD,,,,
1309322870.07,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:S2temp_cond<TEMPERATURE>,TEMPERATURE,,,,
1309322870.07,Normal,SAMPLE<Device>:controller<Controller>:comms_cond<COMMUNICATIONS>,COMMUNICATIONS,,,,
1309322870.07,Normal,SAMPLE<Device>:controller<Controller>:logic_cond<LOGIC_PROGRAM>,LOGIC_PROGRAM,,,,
1309322870.07,Normal,SAMPLE<Device>:controller<Controller>:system_cond<SYSTEM>,SYSTEM,,,,
1309322870.07,Normal,SAMPLE<Device>:systems<Systems>:coolant<Coolant>:coolant_level<LEVEL>,LEVEL,,,,
1309322870.07,Normal,SAMPLE<Device>:systems<Systems>:coolant<Coolant>:coolant_pres<PRESSURE>,PRESSURE,,,,
1309322870.07,Normal,SAMPLE<Device>:systems<Systems>:coolant<Coolant>:coolant_temp<TEMPERATURE>,TEMPERATURE,,,,
1309322870.07,Normal,SAMPLE<Device>:systems<Systems>:electric<Electric>:electric_temp<TEMPERATURE>,TEMPERATURE,,,,
1309322870.07,Normal,SAMPLE<Device>:systems<Systems>:hydraulic<Hydraulic>:hydra_cond<PRESSURE>,PRESSURE,,,,
1309322870.07,Normal,SAMPLE<Device>:controller<Controller>:path<Path>:motion_cond<MOTION_PROGRAM>,MOTION_PROGRAM,,,,
1309322870.07,Normal,SAMPLE<Device>:controller<Controller>:path<Path>:path_system<SYSTEM>,SYSTEM,,,,
1309322870.07,Normal,SAMPLE<Device>:systems<Systems>:pneumatic<Pneumatic>:pneu_cond<PRESSURE>,PRESSURE,,,,
1309322870.07,Normal,SAMPLE<Device>:base<Axes>:X<Linear>:Xtravel<POSITION>,POSITION,,,,
1309322870.07,Normal,SAMPLE<Device>:base<Axes>:Y<Linear>:Ytravel<POSITION>,POSITION,,,,
1309322870.07,Normal,SAMPLE<Device>:base<Axes>:Z<Linear>:Ztravel<POSITION>,POSITION,,,,
1309326488.055,Normal,SAMPLE<Device>:base<Axes>:servo_cond<ACTUATOR>,ACTUATOR,,,,
1309326488.055,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:Ctravel<ANGLE>,ANGLE,,,,
1309326488.055,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:Sload_cond<LOAD>,LOAD,,,,
1309326488.055,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:Stemp_cond<TEMPERATURE>,TEMPERATURE,,,,
1309326488.055,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:S2load_cond<LOAD>,LOAD,,,,
1309326488.055,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:S2temp_cond<TEMPERATURE>,TEMPERATURE,,,,
1309326488.055,Normal,SAMPLE<Device>:controller<Controller>:comms_cond<COMMUNICATIONS>,COMMUNICATIONS,,,,
1309326488.055,Normal,SAMPLE<Device>:controller<Controller>:logic_cond<LOGIC_PROGRAM>,LOGIC_PROGRAM,,,,
1309326488.055,Normal,SAMPLE<Device>:controller<Controller>:system_cond<SYSTEM>,SYSTEM,,,,
1309326488.055,Normal,SAMPLE<Device>:systems<Systems>:coolant<Coolant>:coolant_level<LEVEL>,LEVEL,,,,
1309326488.055,Normal,SAMPLE<Device>:systems<Systems>:coolant<Coolant>:coolant_pres<PRESSURE>,PRESSURE,,,,
1309326488.055,Normal,SAMPLE<Device>:systems<Systems>:coolant<Coolant>:coolant_temp<TEMPERATURE>,TEMPERATURE,,,,
1309326488.055,Normal,SAMPLE<Device>:systems<Systems>:electric<Electric>:electric_temp<TEMPERATURE>,TEMPERATURE,,,,
1309326488.055,Normal,SAMPLE<Device>:systems<Systems>:hydraulic<Hydraulic>:hydra_cond<PRESSURE>,PRESSURE,,,,
1309326488.055,Normal,SAMPLE<Device>:controller<Controller>:path<Path>:motion_cond<MOTION_PROGRAM>,MOTION_PROGRAM,,,,
1309326488.055,Normal,SAMPLE<Device>:controller<Controller>:path<Path>:path_system<SYSTEM>,SYSTEM,,,,
1309326488.055,Normal,SAMPLE<Device>:systems<Systems>:pneumatic<Pneumatic>:pneu_cond<PRESSURE>,PRESSURE,,,,
1309326488.055,Normal,SAMPLE<Device>:base<Axes>:X<Linear>:Xtravel<POSITION>,POSITION,,,,
1309326488.055,Normal,SAMPLE<Device>:base<Axes>:Y<Linear>:Ytravel<POSITION>,POSITION,,,,
1309326488.055,Normal,SAMPLE<Device>:base<Axes>:Z<Linear>:Ztravel<POSITION>,POSITION,,,,
1309330104.043,Normal,SAMPLE<Device>:base<Axes>:servo_cond<ACTUATOR>,ACTUATOR,,,,
1309330104.043,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:Ctravel<ANGLE>,ANGLE,,,,
1309330104.043,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:Sload_cond<LOAD>,LOAD,,,,
1309330104.043,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:Stemp_cond<TEMPERATURE>,TEMPERATURE,,,,
1309330104.043,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:S2load_cond<LOAD>,LOAD,,,,
1309330104.043,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:S2temp_cond<TEMPERATURE>,TEMPERATURE,,,,
1309330104.043,Normal,SAMPLE<Device>:controller<Controller>:comms_cond<COMMUNICATIONS>,COMMUNICATIONS,,,,
1309330104.043,Normal,SAMPLE<Device>:controller<Controller>:logic_cond<LOGIC_PROGRAM>,LOGIC_PROGRAM,,,,
1309330104.043,Normal,SAMPLE<Device>:controller<Controller>:system_cond<SYSTEM>,SYSTEM,,,,
1309330104.043,Normal,SAMPLE<Device>:systems<Systems>:coolant<Coolant>:coolant_level<LEVEL>,LEVEL,,,,
1309330104.043,Normal,SAMPLE<Device>:systems<Systems>:coolant<Coolant>:coolant_pres<PRESSURE>,PRESSURE,,,,
1309330104.043,Normal,SAMPLE<Device>:systems<Systems>:coolant<Coolant>:coolant_temp<TEMPERATURE>,TEMPERATURE,,,,
1309330104.043,Normal,SAMPLE<Device>:systems<Systems>:electric<Electric>:electric_temp<TEMPERATURE>,TEMPERATURE,,,,
1309330104.043,Normal,SAMPLE<Device>:systems<Systems>:hydraulic<Hydraulic>:hydra_cond<PRESSURE>,PRESSURE,,,,
1309330104.043,Normal,SAMPLE<Device>:controller<Controller>:path<Path>:motion_cond<MOTION_PROGRAM>,MOTION_PROGRAM,,,,
1309330104.043,Normal,SAMPLE<Device>:controller<Controller>:path<Path>:path_system<SYSTEM>,SYSTEM,,,,
1309330104.043,Normal,SAMPLE<Device>:systems<Systems>:pneumatic<Pneumatic>:pneu_cond<PRESSURE>,PRESSURE,,,,
1309330104.043,Normal,SAMPLE<Device>:base<Axes>:X<Linear>:Xtravel<POSITION>,POSITION,,,,
1309330104.043,Normal,SAMPLE<Device>:base<Axes>:Y<Linear>:Ytravel<POSITION>,POSITION,,,,
1309330104.043,Normal,SAMPLE<Device>:base<Axes>:Z<Linear>:Ztravel<POSITION>,POSITION,,,,
1309330966.029,Normal,SAMPLE<Device>:base<Axes>:servo_cond<ACTUATOR>,ACTUATOR,,,,
1309330966.029,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:Ctravel<ANGLE>,ANGLE,,,,
1309330966.029,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:Sload_cond<LOAD>,LOAD,,,,
1309330966.029,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:Stemp_cond<TEMPERATURE>,TEMPERATURE,,,,
1309330966.029,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:S2load_cond<LOAD>,LOAD,,,,
1309330966.029,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:S2temp_cond<TEMPERATURE>,TEMPERATURE,,,,
1309330966.029,Normal,SAMPLE<Device>:controller<Controller>:comms_cond<COMMUNICATIONS>,COMMUNICATIONS,,,,
1309330966.029,Normal,SAMPLE<Device>:controller<Controller>:logic_cond<LOGIC_PROGRAM>,LOGIC_PROGRAM,,,,
1309330966.029,Normal,SAMPLE<Device>:controller<Controller>:system_cond<SYSTEM>,SYSTEM,,,,
1309330966.029,Normal,SAMPLE<Device>:systems<Systems>:coolant<Coolant>:coolant_level<LEVEL>,LEVEL,,,,
1309330966.029,Normal,SAMPLE<Device>:systems<Systems>:coolant<Coolant>:coolant_pres<PRESSURE>,PRESSURE,,,,
1309330966.029,Normal,SAMPLE<Device>:systems<Systems>:coolant<Coolant>:coolant_temp<TEMPERATURE>,TEMPERATURE,,,,
1309330966.029,Normal,SAMPLE<Device>:systems<Systems>:electric<Electric>:electric_temp<TEMPERATURE>,TEMPERATURE,,,,
1309330966.029,Normal,SAMPLE<Device>:systems<Systems>:hydraulic<Hydraulic>:hydra_cond<PRESSURE>,PRESSURE,,,,
1309330966.029,Normal,SAMPLE<Device>:controller<Controller>:path<Path>:motion_cond<MOTION_PROGRAM>,MOTION_PROGRAM,,,,
1309330966.029,Normal,SAMPLE<Device>:controller<Controller>:path<Path>:path_system<SYSTEM>,SYSTEM,,,,
1309330966.029,Normal,SAMPLE<Device>:systems<Systems>:pneumatic<Pneumatic>:pneu_cond<PRESSURE>,PRESSURE,,,,
1309330966.029,Normal,SAMPLE<Device>:base<Axes>:X<Linear>:Xtravel<POSITION>,POSITION,,,,
1309330966.029,Normal,SAMPLE<Device>:base<Axes>:Y<Linear>:Ytravel<POSITION>,POSITION,,,,
1309330966.029,Normal,SAMPLE<Device>:base<Axes>:Z<Linear>:Ztravel<POSITION>,POSITION,,,,
1309333689.019,Normal,SAMPLE<Device>:base<Axes>:servo_cond<ACTUATOR>,ACTUATOR,,,,
1309333689.019,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:Ctravel<ANGLE>,ANGLE,,,,
1309333689.019,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:Sload_cond<LOAD>,LOAD,,,,
1309333689.019,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:Stemp_cond<TEMPERATURE>,TEMPERATURE,,,,
1309333689.019,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:S2load_cond<LOAD>,LOAD,,,,
1309333689.019,Normal,SAMPLE<Device>:base<Axes>:C<Rotary>:S2temp_cond<TEMPERATURE>,TEMPERATURE,,,,
1309333689.019,Normal,SAMPLE<Device>:controller<Controller>:comms_cond<COMMUNICATIONS>,COMMUNICATIONS,,,,
1309333689.019,Normal,SAMPLE<Device>:controller<Controller>:logic_cond<LOGIC_PROGRAM>,LOGIC_PROGRAM,,,,
1309333689.019,Normal,SAMPLE<Device>:controller<Controller>:system_cond<SYSTEM>,SYSTEM,,,,
1309333689.019,Normal,SAMPLE<Device>:systems<Systems>:coolant<Coolant>:coolant_level<LEVEL>,LEVEL,,,,
1309333689.019,Normal,SAMPLE<Device>:systems<Systems>:coolant<Coolant>:coolant_pres<PRESSURE>,PRESSURE,,,,
1309333689.019,Normal,SAMPLE<Device>:systems<Systems>:coolant<Coolant>:coolant_temp<TEMPERATURE>,TEMPERATURE,,,,
1309333689.019,Normal,SAMPLE<Device>:systems<Systems>:electric<Electric>:electric_temp<TEMPERATURE>,TEMPERATURE,,,,
1309333689.019,Normal,SAMPLE<Device>:systems<Systems>:hydraulic<Hydraulic>:hydra_cond<PRESSURE>,PRESSURE,,,,
1309333689.019,Normal,SAMPLE<Device>:controller<Controller>:path<Path>:motion_cond<MOTION_PROGRAM>,MOTION_PROGRAM,,,,
1309333689.019,Normal,SAMPLE<Device>:controller<Controller>:path<Path>:path_system<SYSTEM>,SYSTEM,,,,
